Lead_ID,Client_Name,Company_Segment,City,Assigned_Agent,Lead_Date,Status,Response_Time,Interaction_Count,Target_Sales
CL-0469,Client_469,a regional Financial Institution, Ipoh,Agent_D,6/12/2024, New,27.6,40,4297.5
CL-0714,Client_714,a regional Financial Institution,Alor  Setar,Agent_B,15.09.2023,Converted ,43.4 hours,38,2927.44
CL-1070,Client_1070,a Government Service provider,Cyberjya,Agent_D,24-Apr-23,New,41.6 hrs,N/A,4507.73
CL-2731,Client_2731,a regional Financial Institution,Malacca ,Agent_B,15.10.2023, New,0.1 days,45,3192.04
CL-1807,Client_1807,a major Telecommunications provider,kuchng,Agent_B,04.06.2023,Qualified,1.3 days,6,3069.94
CL-1167,Client_1167,a Government Service provider,cyberjaya,Agent_B,10/5/2024,Conveted,17.1 hours,32,1634.18
CL-2464,client_2464,a regional Financial Institution,Ipoh ,Agent_D,11/4/2023,Conveted,34.2 hours,47,1280.53
CL-2414,Client_2414,a leading Utility company, Klang,Agent_A,11-Jun-24,QUALIFIED,19.8h,44,1819.79
CL-1608,Client_1608,a leading Utility company, Klang,Agent_D,23-Aug-24,Qualifed,2.5 days,23,3776.78
CL-1130,Client_1130,a major Telecommunications provider,Kuchng,Agent_D,2/23/2023,New ,2.8 days,22,2509.76
CL-0138,Client_138,a regional Financial Institution,subang jaya,Agent_C,4/10/2024,New,34,18,2055.1
CL-0698,Client_698,a Government Service provider,Kota  Kinabalu,Agent_D,20/08/2024,Convereted,24.9,23,1878.65
CL-1495,Client_1495,a private Manufacturing enterprise,Serembn,Agent_A,9/2/2024,Nw,67.1h,15,1304.3
CL-0108,Client_108,a private Manufacturing enterprise,Melacca,Agent_A,16-Sep-24,Qualifed,59,27,4802.48
CL-0146,Client_146,a Government Service provider, Putrajaya,Agent_C,6-Apr-23,Contacted,26.4 hrs,22,1102.41
CL-1575,Client_1575,a Government Service provider, Klang,Agent_A,7/3/2023, Converted,0.4 days,8,2705.5
CL-0960,Client_960,a regional Financial Institution,Ipoh,Agent_B,6-Jun-24, Qualified,8.4 hours,23,4650.25
CL-2425,Client_2425,a major Telecommunications provider,Kuchng,Agent_A,13/05/2024,CONVERTED,3.0 days,14,2268.97
CL-0126,Client_126,a Government Service provider,Shah  Alam,Agent_A,26/12/2023, New,41.0h,N/A,1461.7
CL-1255,Client_1255 ,a regional Financial Institution,Seremban ,Agent_A,2/14/2024,New ,55,7,3188.42
CL-0426,Client_426,a regional Financial Institution,Johor Bahru,Agent_D,16.07.2024,Qualified,21.3,13,4536.31
CL-2502,Client_2502,a major Telecommunications provider,Johor,Agent_D,10/9/2023,qualified,30.3,24,3384
CL-1832,Client_1832,a regional Financial Institution, Cyberjaya,Agent_D,19/03/2023,Qualified ,0.2 days,48,3344.73
CL-2173,Client_2173,a leading Utility company,Malacaa,Agent_B,12/6/2023,Conctacted,30.4,41,2950.73
CL-0131,Client_131,a leading Utility company,Klang ,Agent_D,9/19/2023,Contacted,36.1h,25,3351.62
CL-0505,Client_505,a leading Utility company,Kuala  Lumpur,Agent_C,04.11.2024,Conctacted,42.7,39,4408.11
CL-2723,Client_2723,a Government Service provider,KualaLumpur,Agent_A,14-Nov-24, Lost,21.7h,12,1287.53
CL-2987,Client_2987,a major Telecommunications provider,Kota Kinabalu,Agent_A,24-Dec-23, Qualified,44.2 hours,5,3975.34
CL-1873,Client_1873,a major Telecommunications provider,Kuala Lumpr,Agent_D,9-Oct-24,Nw,64.7h,4,1583.3
CL-1386,Client_1386,a Government Service provider,kota kinabalu,Agent_C,25/07/2023,Contacted ,2.8 days,N/A,3946.59
CL-2013,Client_2013 ,a leading Utility company,IPOH,Agent_D,16/09/2024, Converted,18,9 interactions,1518.01
CL-0444,Client_444,a leading Utility company,Klanng,Agent_B,7/6/2023,Nw,25.0h,5,1005.71
CL-1646,Client_1646,a major Telecommunications provider,Serembn,Agent_D,6/12/2023,Contactd,50,3,2484.32
CL-2314,Client_2314,a major Telecommunications provider,Alor Setar,Agent_C,10/4/2024,CONTACTED,12.3h,42,2128.94
CL-1223,Client_1223,a leading Utility company,Alor Setr,Agent_D,3-Sep-24,LOST,54.3 hrs,4,1718.82
CL-0601,Client_601,a private Manufacturing enterprise,Klang,Agent_B,23/02/2023,contacted,22,35,1325.77
CL-2694,Client_2694,a major Telecommunications provider,PUTRAJAYA,Agent_A,27-Mar-24,Qualified,68.3 hrs,15,4978.24
CL-0121,CLIENT_121,a leading Utility company, Kuching,Agent_B,11/12/2024,Contacted ,49.6h,N/A,3093.2
CL-0980,Client_980,a leading Utility company,Subang Jaya,Agent_B,22-Jan-24,New,55,9,4426.45
CL-0158,Client_158,a private Manufacturing enterprise,IPOH,Agent_A,2/7/2024,QUALIFIED,17.8 hrs,1,4603.31
CL-2717,Client_2717,a private Manufacturing enterprise,malacca,Agent_B,17/04/2023,New,38.3,50,1977.39
CL-2395,Client_2395,a leading Utility company, Subang Jaya,Agent_C,9/15/2024, New,9.4,26,3721.56
CL-0386,Client_386,a Government Service provider, Ipoh,Agent_D,30.01.2024,Convereted,63.9 hrs,45,1851.46
CL-2281,Client_2281,a Government Service provider,Kuching ,Agent_A,8-Mar-24,CONVERTED,0.9 days,18,3791.19
CL-0055,Client_055,a leading Utility company,KUCHING,Agent_B,19.06.2023,LOST,38.7h,43,1507.39
CL-0751,Client_751,a leading Utility company,Pinang,Agent_D,11/7/2024,CONTACTED,0.3 days,-2,4018.14
CL-0510,Client_510,a major Telecommunications provider,Alor Setar,Agent_D,20/06/2023,CONTACTED,24.6 hrs,39,4249.45
CL-1164,Client_1164,a leading Utility company,Alor Setar,Agent_C,11/10/2024,NEW,27.4 hrs,17,1543.97
CL-2935,Client_2935,a private Manufacturing enterprise,Klang ,Agent_A,23/02/2023,NEW,66.9 hours,2,4302.3
CL-0426,Client_426,a leading Utility company,Johor Bahru,Agent_A,16.07.2024,Qualified,21.3,13,4621.59
CL-0097,Client_097,a major Telecommunications provider,SHAH ALAM,Agent_A,2/8/2024,New,44.1h,16,4384.87
CL-1928,CLIENT_1928,a leading Utility company,Cyberjaya,Agent_C,4/25/2024,CONTACTED,3.4 hrs,34,2362.19
CL-1971,Client_1971,a leading Utility company, Cyberjaya,Agent_B,10/10/2023,Converted,35.2 hours,36,3767.86
CL-2310,Client_2310,a major Telecommunications provider,Klang ,Agent_D,27/04/2024,contacted,68.7 hours,44,1206.4
CL-2190,Client_2190,a private Manufacturing enterprise,Cyber Jaya,Agent_D,22/10/2023,QUALIFIED,1.6 days,35,2177.65
CL-2234,Client_2234,a regional Financial Institution,Peneng,Agent_B,15/08/2024, New,13.9 hrs,37,3290.08
CL-2089, Client_2089,a private Manufacturing enterprise,Alor Setar ,Agent_C,20.12.2024,New ,2.5 days,22,1391.79
CL-1836,Client_1836,a major Telecommunications provider,Kota Kinaballu,Agent_C,29.10.2024,Contacted ,62.7,13,1223.9
CL-2435,Client_2435,a leading Utility company,SHAH ALAM,Agent_A,8/3/2023,converted,14.3,12,3512.32
CL-2019,Client_2019,a regional Financial Institution,Cyber Jaya,Agent_B,21.08.2023,Nw,34.0 hrs,5,3533.41
CL-1086,Client_1086,a Government Service provider,penang,Agent_C,27-May-23,Contacted,21.3,23,3100.94
CL-1403,Client_1403,a regional Financial Institution,seremban,Agent_C,1/5/2024, Qualified,0.9 days,10,3386.8
CL-1864,Client_1864,a private Manufacturing enterprise,KK,Agent_D,15/03/2024,Contactd,6.0h,2,2862
CL-0413,Client_413,a leading Utility company,Klanng,Agent_D,17/07/2024,Nw,23.2 hrs,34,2782.72
CL-0388,Client_388,a regional Financial Institution,KK,Agent_D,30/01/2023,contacted,8.6h,5,3157.36
CL-1139,Client_1139,a Government Service provider,KL,Agent_C,22/08/2023, Lost,70.2,23,2529.58
CL-0480,Client_480,a Government Service provider,Putrajaya,Agent_B,4/8/2023,Contacted,5.1h,2,3698.2
CL-2528,Client_2528,a Government Service provider,Seremban,Agent_D,5/19/2023,Los,62.5 hrs,34,4441.96
CL-1713,Client_1713,a private Manufacturing enterprise,Alor  Setar,Agent_A,07.02.2024,Qualified ,0.4 days,41,2133.78
CL-0575,Client_575,a private Manufacturing enterprise,Pinang,Agent_B,4/8/2024,Nw,34.0h,42,1857.4
CL-0905,Client_905,a regional Financial Institution,Klanng,Agent_D,2/2/2023,Contacted,22,30,4738.42
CL-2325,Client_2325,a leading Utility company, Klang,Agent_A,26/11/2024,lost,59.6 hours,33,2950.22
CL-2701, Client_2701,a Government Service provider, Cyberjaya,Agent_C,11/9/2024,Contactd,69.1,14,3187.22
CL-2674,Client_2674,a Government Service provider,Melacca,Agent_C,4/9/2023,Nw,58.5h,31,2265.51
CL-1219,Client_1219,a leading Utility company,PENANG,Agent_B,9/1/2023, Contacted,24.6,23,4692.34
CL-0987,Client_987,a private Manufacturing enterprise,cyberjaya,Agent_A,10/1/2024,Contacted,19.9h,17,1093.06
CL-0464,Client_464,a regional Financial Institution,Penang ,Agent_D,2/5/2024,CONTACTED,19,13,3034.04
CL-2326,Client_2326,a Government Service provider,PENANG,Agent_B,06.08.2024,lost,37.5 hours,26,1598.81
CL-2174,Client_2174,a regional Financial Institution,KK,Agent_D,1/19/2023,qualified,8.7,N/A,4904.37
CL-1105,Client_1105,a private Manufacturing enterprise,Melacca,Agent_D,13/05/2023,QUALIFIED,1.1 days,5,2834.07
CL-0438,Client_438,a leading Utility company,Seremban,Agent_A,6/13/2024,Contacted ,37.4 hours,23,2591.51
CL-2074,Client_2074,a leading Utility company,seremban,Agent_C,7/8/2024,CONTACTED,4.2h,2,1318.83
CL-1548,Client_1548,a leading Utility company,seremban,Agent_D,7-Jun-23,Contacted,24.4 hours,16,2088.06
CL-2690,Client_2690,a major Telecommunications provider,Shah Alam,Agent_B,3/11/2024,Convereted,54.4,34,3465.36
CL-2911,Client_2911,a leading Utility company,Alor Setar ,Agent_A,10-Mar-23, Qualified,52.6 hours,26,2308.53
CL-0098,Client_098,a major Telecommunications provider,Subang Jya,Agent_C,26.08.2023,qualified,18.8,30,1503.05
CL-1142,Client_1142,a private Manufacturing enterprise,Alor Setr,Agent_A,4/26/2024,Qualified ,26.8 hours,38,3313.81
CL-2462,Client_2462,a major Telecommunications provider,Kota  Kinabalu,Agent_B,11/8/2024,Qualifeid,16.7 hrs,25,3277.96
CL-1959,Client_1959,a major Telecommunications provider,Alor Setar,Agent_A,7/9/2024,Qualifed,61.7 hrs,47,2892.85
CL-2650,Client_2650,a Government Service provider,Alor Setar ,Agent_D,11.09.2024, Qualified,70.5,8,4547.65
CL-1099,Client_1099 ,a regional Financial Institution,Putrajya,Agent_A,24-Jun-23, Contacted,21.2,32,1571.15
CL-0454,Client_454,a major Telecommunications provider, Subang Jaya,Agent_D,1/12/2024,Nw,0.9,31,2327.12
CL-0341,CLIENT_341,a major Telecommunications provider,Petalingg Jaya,Agent_D,10/15/2024,lost,60.8 hours,31,3504.42
CL-0656,Client_656,a regional Financial Institution,johor bahru,Agent_C,29/07/2024, Qualified,11.1h,11,2220.18
CL-1721,CLIENT_1721,a regional Financial Institution,shah alam,Agent_B,21/04/2023,Converted ,8,40,1175.59
CL-2570,Client_2570,a Government Service provider,Kota Kinabalu,Agent_C,9/7/2023,New,48.5,16,2131.33
CL-1094,Client_1094,a regional Financial Institution,putrajaya,Agent_B,3/4/2023,Qualifed,37,7 interactions,1078.78
CL-1885,Client_1885,a leading Utility company,Pinang,Agent_D,31-Oct-23,Los,26.2 hours,16,1097.13
CL-0920,Client_920,a leading Utility company,KUCHING,Agent_D,22/06/2023,new,13.3,33,3896.01
CL-1290,Client_1290,a regional Financial Institution,Kuala  Lumpur,Agent_C,05.12.2024,NEW,42.4,41,1082.62
CL-1143,client_1143,a regional Financial Institution,Subang Jya,Agent_B,17/11/2023,lost,59.9,10,4815.37
CL-0219,Client_219,a leading Utility company,Johore Bahru,Agent_A,19-Jan-24,contacted,27,35,4972.76
CL-1238,Client_1238,a regional Financial Institution,Seremban,Agent_C,7/9/2024,New ,30.3h,41,3871.37
CL-2477,Client_2477,a major Telecommunications provider,Johore Bahru,Agent_B,8/12/2023,Qualifeid,54,25,3722.73
CL-0897,CLIENT_897,a regional Financial Institution,penang,Agent_B,7/3/2023, New,34,1,1727.33
CL-0554,Client_554,a Government Service provider, Putrajaya,Agent_D,9/8/2024,Los,41.9,20,1927.23
CL-1180,client_1180,a Government Service provider,shah alam,Agent_A,7/27/2023,Conctacted,41.7h,6,4451.58
CL-2359,Client_2359,a private Manufacturing enterprise,kuchng,Agent_D,13.02.2023,Lost,43.2,46,3763.55
CL-1693,Client_1693,a Government Service provider,Peneng,Agent_B,4/26/2024,lost,53.5h,11,1833.85
CL-1103,Client_1103,a regional Financial Institution,Kota  Kinabalu,Agent_C,30/07/2024,Contactd,56.7 hours,43,2768.73
CL-0238,Client_238,a leading Utility company,SHAH ALAM,Agent_C,21/10/2023,Conctacted,48.7 hrs,7,2939.17
CL-2819,CLIENT_2819,a Government Service provider,Petaling Jya,Agent_B,7/12/2023,Contactd,4.4,3,3878.39
CL-0344,Client_344,a major Telecommunications provider,Klanng,Agent_C,21/08/2023,Conveted,1.6 days,31,4078.02
CL-2000,Client_2000,a private Manufacturing enterprise,Kuala Lumpur,Agent_D,25/05/2023,New,15.1h,26,1624.2
CL-1410,Client_1410,a regional Financial Institution,shah alam,Agent_A,19/03/2024,Nw,71,6,1571.15
CL-1825,Client_1825,a leading Utility company,Kuala  Lumpur,Agent_D,14-May-23, Converted,19.0h,9,2142.41
CL-0133,Client_133,a private Manufacturing enterprise,Subang  Jaya,Agent_B,27-Dec-24,contacted,2.0 hours,40,1440.44
CL-0179,Client_179,a regional Financial Institution,Shah Alm,Agent_B,10/2/2024,Qualified,36.4 hrs,38,2667.28
CL-2850,Client_2850,a leading Utility company,Kota Kinabalu,Agent_D,10/29/2024,CONVERTED,35.8 hours,18,4268.43
CL-1435,Client_1435,a private Manufacturing enterprise,Alor Setar ,Agent_B,26-Dec-24,Converted ,35.4h,21,2197.96
CL-0269,Client_269,a regional Financial Institution,seremban,Agent_D,24/06/2024,QUALIFIED,28.6,30,1252.29
CL-2416,Client_2416,a leading Utility company,kuchng,Agent_D,16/05/2023,New ,26.0 hours,44,3195.59
CL-0815,Client_815,a regional Financial Institution,Kuala  Lumpur,Agent_B,18/10/2024, Converted,31.4h,44,2126.15
CL-2681,Client_2681,a major Telecommunications provider,Putrajaya,Agent_B,4/11/2023, New,69.1,22,3524
CL-0177,Client_177,a leading Utility company,Alor  Setar,Agent_C,17/10/2024,Converted ,31.4,34,1041.51
CL-0013,Client_013,a Government Service provider,penang,Agent_A,21/03/2024,Conctacted,63.1 hours,49,4920.84
CL-2148,Client_2148,a major Telecommunications provider,PUTRAJAYA,Agent_C,30/04/2024,Contacted,15.4 hrs,41,1745.78
CL-0937,Client_937,a regional Financial Institution,Ipoh,Agent_D,25/06/2024,Qualifeid,20.7 hours,4,2562.9
CL-1973,CLIENT_1973,a leading Utility company, Klang,Agent_B,10-Nov-24,QUALIFIED,34.4 hours,21,3169.36
CL-0545,Client_545,a regional Financial Institution, Cyberjaya,Agent_A,4/3/2023,NEW,67,26,4565.34
CL-0354,Client_354,a private Manufacturing enterprise,Klanng,Agent_B,18/01/2024,Contacted ,5,9,3366.7
CL-1883,Client_1883,a private Manufacturing enterprise,KUCHING,Agent_C,1/4/2023,Los,2.4 days,50,4161.54
CL-0070,Client_070,a major Telecommunications provider,petaling jaya,Agent_C,5/10/2024,Qualifeid,38.0 hours,13,3666.37
CL-2637,Client_2637,a major Telecommunications provider,KUCHING,Agent_C,2/1/2024,Qualified ,58.6,6,2113.89
CL-1654,Client_1654,a Government Service provider, Seremban,Agent_D,3-May-23,LOST,49.1h,23,3217.65
CL-1683,Client_1683,a leading Utility company, Seremban,Agent_B,20.07.2023,Qualifed,10,41,1777.2
CL-2882,Client_2882,a leading Utility company,Kuching,Agent_C,06.05.2023,NEW,59.5,-2,2823.69
CL-1972,Client_1972,a regional Financial Institution,Klang,Agent_A,30/10/2024,Nw,5.6h,43,1955.7
CL-1360,Client_1360,a major Telecommunications provider,johor bahru,Agent_B,12/9/2023,Converted,46.9h,22,2727.21
CL-1022,Client_1022,a regional Financial Institution,putrajaya,Agent_B,15/01/2023,Converted ,36.2 hours,44,1882.2
CL-0303,CLIENT_303,a regional Financial Institution,Penag,Agent_D,20/06/2023,New,64,15,3605.51
CL-2519,client_2519,a Government Service provider,Klang,Agent_B,19-Jul-23,New ,15,31,2115.12
CL-1597,CLIENT_1597,a major Telecommunications provider, Cyberjaya,Agent_C,8/12/2023,LOST,0.7 hrs,45,4446.03
CL-2771,Client_2771,a private Manufacturing enterprise,PJ,Agent_D,19-Oct-23,QUALIFIED,69.3h,35,1981.52
CL-1344,Client_1344,a major Telecommunications provider,Klang ,Agent_B,3/8/2023,Qualifeid,25.4 hrs,6,3361.31
CL-2746,Client_2746,a major Telecommunications provider,johor bahru,Agent_D,20/02/2024,NEW,1.2 days,23,3260.42
CL-2485,Client_2485,a private Manufacturing enterprise, Klang,Agent_C,29/05/2024,Nw,50.3h,6,4016.15
CL-0509,Client_509,a Government Service provider,Malacaa,Agent_D,25-Jul-24,Qualifeid,46.2 hours,45,1170.97
CL-0392,Client_392,a private Manufacturing enterprise,Petaling  Jaya,Agent_D,12/10/2023,CONTACTED,46.5h,6,1697.86
CL-1380,Client_1380,a regional Financial Institution, Ipoh,Agent_B,6/9/2024,qualified,3.5h,45,1877.97
CL-0470,Client_470,a leading Utility company,JB,Agent_B,8/31/2023,CONTACTED,25.0 hrs,14,2511.67
CL-1864,Client_1864,a leading Utility company,KK,Agent_C,15/03/2024,Contactd,6.0h,2,2633.26
CL-1356,Client_1356,a Government Service provider,Penang ,Agent_C,23.01.2023,Qualified,64.6h,10,2880.52
CL-2678,Client_2678,a major Telecommunications provider,Putrajaya,Agent_D,22.02.2023, New,2.8 days,37,3829.68
CL-1990,Client_1990,a private Manufacturing enterprise,Ipho,Agent_B,9/1/2023,Contacted,12.0 hrs,44,3509.32
CL-1490,Client_1490,a private Manufacturing enterprise,shah alam,Agent_D,10/3/2023,Qualified,40.5 hrs,20,4297.4
CL-0224,Client_224,a major Telecommunications provider,Alor  Setar,Agent_C,23/11/2023, New,3.0 days,20,1717.46
CL-2732,Client_2732,a private Manufacturing enterprise,KUCHING,Agent_B,24.02.2023,contacted,38,47,2518.36
CL-1497,Client_1497,a major Telecommunications provider,Peneng,Agent_B,6/9/2024,CONTACTED,6.6 hrs,3,2932.44
CL-2889,Client_2889,a private Manufacturing enterprise,Subang  Jaya,Agent_B,14/11/2023, Contacted,70.3 hrs,44,1111.27
CL-1557,Client_1557,a regional Financial Institution,Serembn,Agent_C,13/11/2024,new,11.1 hrs,2 interactions,2957.82
CL-1820,Client_1820,a leading Utility company, Petaling Jaya,Agent_D,27/12/2024,NEW,19.1 hours,25,3417.38
CL-2219, Client_2219,a regional Financial Institution,Ipoh ,Agent_B,04.03.2023,new,58,42,1892.67
CL-2111,Client_2111,a private Manufacturing enterprise,Klanng,Agent_C,23/03/2023,NEW,0.4 days,20,4657.47
CL-1156,Client_1156,a private Manufacturing enterprise,malacca,Agent_A,4-Jun-24,contacted,23.3 hrs,3,1193.65
CL-0390,Client_390,a major Telecommunications provider,KUCHING,Agent_D,12.09.2023,Conctacted,46.4 hrs,36,4414.61
CL-0014,Client_014,a regional Financial Institution,Alor Setar,Agent_B,10/2/2024,CONVERTED,44.0 hrs,11,3724.55
CL-0211,Client_211,a Government Service provider,Kota Kinaballu,Agent_A,19/08/2024, Contacted,50,30,3131.43
CL-0082,Client_082,a regional Financial Institution, Cyberjaya,Agent_A,12/10/2023,lost,45.9h,31,1448.67
CL-1671,Client_1671,a private Manufacturing enterprise,Seremban ,Agent_C,29-Jun-23, New,21.6 hrs,28,1321.73
CL-2708,Client_2708,a Government Service provider,Petaling Jaya,Agent_C,6/10/2023,Qualifed,56.9 hours,45,2241.63
CL-1949,Client_1949,a Government Service provider,Kuching ,Agent_B,04.11.2024,Nw,65.1,44,2121.14
CL-0231,Client_231,a private Manufacturing enterprise,IPOH,Agent_D,26/10/2024, Contacted,37.2h,47,1917.88
CL-2396,Client_2396,a regional Financial Institution,petaling jaya,Agent_C,20/11/2024,new,71,9,4832.85
CL-0478,Client_478,a major Telecommunications provider,Seremban,Agent_A,23/03/2023, Contacted,23.2 hours,39,4771.25
CL-2294,Client_2294,a leading Utility company,Alor Setar ,Agent_C,8/13/2024,NEW,22.5,42,2870.48
CL-0076,Client_076,a leading Utility company,PJ,Agent_C,11/7/2024, New,40.0 hrs,-2,4011.71
CL-0873,Client_873,a Government Service provider,PENANG,Agent_D,8-Oct-24,Qualifeid,50.1 hours,49,3486.41
CL-0165,Client_165,a leading Utility company,Johor  Bahru,Agent_A,09.12.2024,Contactd,37.6,6,4320.89
CL-1063,Client_1063,a Government Service provider,Pinang,Agent_B,3-Mar-23, New,34.0h,7,1728.47
CL-0276,Client_276,a regional Financial Institution,Klang,Agent_A,27-Mar-24,Lost,53,20,2298.39
CL-1165,Client_1165,a major Telecommunications provider,Ipoh ,Agent_B,5/23/2024,Nw,2.6 days,48,1739.79
CL-2374,Client_2374,a major Telecommunications provider, Klang,Agent_B,7/10/2024,New ,2.2 days,19,3872.52
CL-2925,Client_2925,a Government Service provider,Petaling Jya,Agent_A,7/8/2024,lost,1.9 hours,11,3696.75
CL-1346,Client_1346,a private Manufacturing enterprise,Cyberjya,Agent_C,27-Jan-24,Conctacted,35.2 hours,24,4385.7
CL-0134,Client_134,a regional Financial Institution,putrajaya,Agent_C,1-Apr-23,Converted ,31.7h,26,2763.91
CL-2233,Client_2233,a Government Service provider,Johor,Agent_B,4/27/2023,CONTACTED,1.2 days,24,2554.51
CL-2248,client_2248,a major Telecommunications provider,johor bahru,Agent_C,1/2/2024,NEW,65.3 hours,4,1566.79
CL-2478,Client_2478,a Government Service provider,cyberjaya,Agent_B,31/12/2023,qualified,49.5h,17,2755.8
CL-0196,Client_196,a private Manufacturing enterprise, Ipoh,Agent_A,4/3/2024,Contacted ,1.2 days,48,4805.06
